Province/State,Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Country_x,Alpha-2 code,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,Country Name,WEBNAME,Region,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),ROTAC.,HepB3.,DTP3.c,MCV2.c,MCV1.c,Hib3.c,PAB.cs,Pol3.c,PCV3.c,BCG.cs,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18
,Bosnia and Herzegovina,Bosnia and Herzegovina,3791622.0,43.9159,17.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,5,6,10,13,13,16,17,21,23,29,33,34,Bosnia and Herzegovina,BA,BIH,-1.36,0.4,4.01,8.44,12.94,16.33,18.52,18.48,14.94,9.95,4.81,0.73,9.02,0.0,0.0,16.47031747,68.76346488,64.92048828,51.01053603,Upper middle income,392000.0,Bosnia and Herzegovina,BosniaHerzegovina,Europe,83.0,61.9,30.2,46.1,96.6,65.0,1.2,10.0,10.0,42.4,$44.6 ,2.7,2.5,"$12,724",25.6,1.3,41.0,,80.0,73.0,76.0,68.0,62.0,,73.0,,95.0,Europe,19.4,18.1,20.6,3.5,2.0,6.3,32.3
,Brazil,Brazil,203586000.0,-14.235,-51.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,11,15,25,34,46,59,77,92,111,136,159,201,240,324,359,445,486,564,686,819,Brazil,BR,BRA,25.58,25.65,25.49,25.05,24.19,23.29,23.24,24.23,25.13,25.73,25.74,25.66,24.92,0.0,0.0,8.922837832,69.74309026,25.06171624,50.82991676,Upper middle income,5433000.0,Brazil,Brazil,Americas,150.0,51.9,28.1,55.2,5.9,50.0,8.0,27.5,34.0,38.6,"$3,240.3 ",1.0,-0.5,"$15,603",13.3,3.4,84.0,80.0,83.0,83.0,69.0,84.0,83.0,94.0,85.0,84.0,90.0,South America,22.3,18.5,25.9,2.3,2.1,9.7,55.5
,Brunei,Brunei Darussalam,428697.0,4.5353,114.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,BRN,25.34,25.47,25.92,26.45,26.51,26.26,26.04,26.08,26.05,25.92,25.48,25.69,25.93,0.0,0.0,4.873147568,72.10039094,81.39696395,48.03618053,High income,242000.0,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,98.0,99.0,99.0,96.0,99.0,,99.0,Asia,,,,2.79,,,
,Bulgaria,Bulgaria,7245677.0,42.7339,25.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,7,8,8,8,10,10,14,17,20,22,23,24,Bulgaria,BG,BGR,-1.18,0.87,4.7,9.92,14.99,18.64,20.85,20.49,16.85,11.48,5.95,1.21,10.4,0.0,0.0,21.02191443,64.38262025,64.70353721,51.41408841,Upper middle income,6328000.0,Bulgaria,Bulgaria,Europe,37.0,69.0,35.1,63.9,98.8,70.0,2.0,10.0,10.0,34.7,$153.1 ,3.6,2.7,"$21,687",6.2,1.2,23.9,31.0,85.0,92.0,87.0,93.0,92.0,,92.0,88.0,96.0,Europe,27.4,27.5,27.4,6.4,4.0,5.3,112.7
,Burkina Faso,Burkina Faso,17322796.0,12.2383,-1.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,7,9,11,12,12,14,16,16,16,16,17,18,19,23,Burkina Faso,BF,BFA,25.0,27.84,30.63,32.05,31.47,29.23,27.11,26.36,26.97,28.71,27.47,25.25,28.18,0.0,0.0,2.406980829,52.64493785,72.19128289,50.09548152,Low income,238000.0,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,96.0,59.4,36.6,80.0,61.8,65.0,7.4,27.5,28.0,25.8,$35.8 ,6.4,5.3,"$1,889",6.3,0.4,38.3,91.0,91.0,91.0,71.0,88.0,91.0,92.0,91.0,91.0,98.0,Africa,4.5,2.2,6.8,,0.1,0.6,0.6
,Cabo Verde,Cabo Verde,546388.0,16.5388,-23.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cabo Verde,CV,CPV,,,,,,,,,,,,,,0.0,0.0,4.609327157,66.6129059,134.9297767,49.81903914,Lower middle income,428000.0,Cabo Verde,CaboVerde,Sub-Saharan Africa,73.0,63.1,43.7,71.2,59.7,80.0,10.9,35.0,24.0,31.0,$3.7 ,4.0,2.0,"$6,944",10.3,0.8,126.0,,99.0,98.0,88.0,99.0,99.0,92.0,98.0,,96.0,Island,10.6,6.3,14.9,,0.8,1.2,16.0
,Cambodia,Cambodia,15184116.0,11.55,104.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambodia,KH,KHM,24.87,26.53,27.93,28.94,28.49,27.73,27.35,27.27,26.96,26.6,25.82,24.8,26.94,0.0,0.0,4.568680018,64.22990522,92.05641287,51.19798127,Lower middle income,2882000.0,Cambodia,Cambodia,Asia-Pacific,105.0,57.8,16.7,85.9,89.1,60.0,9.8,20.0,20.0,21.7,$64.3 ,6.9,7.1,"$4,012",0.2,2.9,35.1,,92.0,92.0,70.0,84.0,92.0,93.0,90.0,84.0,93.0,Asia,3.5,2.5,4.5,0.7,0.2,1.0,4.2
,Cameroon,Cameroon,20386799.0,3.848,11.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,6,6,6,7,8,9,9,9,9,10,Cameroon,CM,CMR,23.88,25.36,26.27,26.43,25.52,24.34,23.37,23.29,23.73,24.28,24.25,23.61,24.53,0.0,0.0,2.728877355,54.639542799999994,53.34398891,50.00348783,Lower middle income,604000.0,Cameroon,Cameroon,Sub-Saharan Africa,145.0,52.4,25.5,87.5,58.4,30.0,15.8,35.0,33.0,20.4,$88.9 ,3.2,4.9,"$3,660",4.2,0.6,33.8,78.0,79.0,79.0,,71.0,79.0,85.0,78.0,79.0,88.0,Africa,9.5,5.2,13.9,,0.1,0.9,1.2
Alberta,Canada,Canada,35540419.0,53.9333,-116.5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,8,9,13,13,18,20,23,24,26,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
British Columbia,Canada,Canada,35540419.0,49.2827,-123.1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,4,7,7,8,10,10,13,13,13,14,14,17,17,19,24,24,31,31,38,38,38,39,43,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Grand Princess,Canada,Canada,35540419.0,37.6489,-122.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Manitoba,Canada,Canada,35540419.0,53.7609,-98.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
New Brunswick,Canada,Canada,35540419.0,46.5653,-66.4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Newfoundland and Labrador,Canada,Canada,35540419.0,53.1355,-57.6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Nova Scotia,Canada,Canada,35540419.0,44.682,-63.7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Ontario,Canada,Canada,35540419.0,51.2538,-85.3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,6,7,8,13,18,18,21,31,33,37,53,67,94,119,150,153,153,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Prince Edward Island,Canada,Canada,35540419.0,46.5107,-63.4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Quebec,Canada,Canada,35540419.0,52.9399,-73.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,4,4,6,8,18,22,22,22,31,33,36,61,61,75,121,150,175,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
Saskatchewan,Canada,Canada,35540419.0,52.9399,-106.4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,Canada,CA,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,Canada,Canada,Americas,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,79.0,71.0,91.0,87.0,90.0,91.0,,91.0,81.0,,North America,31.3,31.2,31.5,2.7,2.6,9.9,43.9
,Central African Republic,Central African Republic (the),4659000.0,6.6111,20.9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CAF,24.28,26.01,26.96,26.76,25.88,24.65,23.77,23.71,23.84,24.31,24.25,23.65,24.84,0.0,0.0,2.8257737069999997,52.87990574,7.490412212000001,50.43647371,Low income,65400.0,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,161.0,49.1,23.2,94.2,94.3,45.0,14.5,50.0,30.0,13.9,$3.4 ,4.0,-4.5,$677,6,3.8,53.4,,,,,,,,,,,Africa,6.3,3.2,9.3,1.0,,,
,Chad,Chad,13211000.0,15.4542,18.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chad,TD,TCD,20.66,23.1,26.55,29.55,31.03,30.75,29.26,28.21,28.36,27.23,23.8,21.29,26.65,0.0,0.0,2.480518944,50.39318107,12.29173364,50.08489942,Low income,77000.0,Chad,Chad,Sub-Saharan Africa,159.0,49.9,23.2,92.4,85.2,60.0,16.4,60.0,45.0,15.9,$28.6 ,-3.1,1.0,"$2,344",5.9,-0.9,52.5,,41.0,41.0,,37.0,41.0,78.0,44.0,,59.0,Africa,4.8,2.6,7.0,,0.0,0.4,0.3
,Chile,Chile,17819054.0,-35.6751,-71.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,6,7,8,12,16,18,22,27,34,37,43,48,Chile,CL,CHL,12.68,12.2,10.87,8.62,6.29,4.4,4.04,4.84,6.32,8.22,10.12,11.85,8.37,0.0,0.0,11.52980166,68.71629587,25.18944607,50.72703184,High income,3137000.0,Chile,Chile,Americas,18.0,75.4,62.3,81.0,89.0,85.0,0.6,35.0,25.0,25.2,$451.1 ,1.5,2.2,"$24,537",7,2.2,23.6,,95.0,95.0,93.0,93.0,95.0,,95.0,93.0,96.0,South America,28.8,25.5,32.1,2.1,1.1,0.9,59.3
Anhui,China,China,1367110000.0,31.8257,117.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,1.8,2.3,40.1
Anhui,China,China,1367110000.0,31.8257,117.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,,,27.8
Anhui,China,China,1367110000.0,31.8257,117.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,,,
Beijing,China,China,1367110000.0,40.1824,116.4142,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,1.8,2.3,40.1
Beijing,China,China,1367110000.0,40.1824,116.4142,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,,,27.8
Beijing,China,China,1367110000.0,40.1824,116.4142,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,,,
Chongqing,China,China,1367110000.0,30.0572,107.874,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,China,CN,CHN,-8.49,-5.91,0.49,7.59,13.07,17.07,19.37,18.48,13.87,7.37,-0.49,-6.51,6.33,1.0,348.0,10.92088354,71.20211371,148.34883330000002,48.67937396,Upper middle income,57581000.0,China,China,Asia-Pacific,100.0,58.4,49.1,70.1,76.0,25.0,3.5,45.0,25.0,31.6,"$23,159.1 ",6.9,7.1,"$16,660",4.7,1.6,47.8,,99.0,99.0,99.0,99.0,,,99.0,,99.0,Asia,6.6,6.2,7.1,3.8,1.8,2.3,40.1
