Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),o-im,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Tests,Positive,Tests/ million,Positive/ thousands,lockdown_date,Type_lockdown,nb_trial,deaths_ebola,cases_ebola,1/22/20cases,1/23/20cases,1/24/20cases,1/25/20cases,1/26/20cases,1/27/20cases,1/28/20cases,1/29/20cases,1/30/20cases,1/31/20cases,2/1/20cases,2/2/20cases,2/3/20cases,2/4/20cases,2/5/20cases,2/6/20cases,2/7/20cases,2/8/20cases,2/9/20cases,2/10/20cases,2/11/20cases,2/12/20cases,2/13/20cases,2/14/20cases,2/15/20cases,2/16/20cases,2/17/20cases,2/18/20cases,2/19/20cases,2/20/20cases,2/21/20cases,2/22/20cases,2/23/20cases,2/24/20cases,2/25/20cases,2/26/20cases,2/27/20cases,2/28/20cases,2/29/20cases,3/1/20cases,3/2/20cases,3/3/20cases,3/4/20cases,3/5/20cases,3/6/20cases,3/7/20cases,3/8/20cases,3/9/20cases,3/10/20cases,3/11/20cases,3/12/20cases,3/13/20cases,3/14/20cases,3/15/20cases,3/16/20cases,3/17/20cases,3/18/20cases,3/19/20cases,3/20/20cases,3/21/20cases,3/22/20cases,3/23/20cases,3/24/20cases,3/25/20cases,3/26/20cases,3/27/20cases,3/28/20cases,3/29/20cases,3/30/20cases,3/31/20cases,4/1/20cases,4/2/20cases,4/3/20cases,4/4/20cases,4/5/20cases,4/6/20cases,4/7/20cases,4/8/20cases
Costa Rica,Costa Rica,4713168.0,9.7489,-83.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,CRI,23.17,23.67,24.62,25.04,24.6,23.99,24.05,23.85,23.68,23.43,23.06,23.04,23.85,0.0,0.0,9.549847673,69.12540822,97.91306306,50.0098511,Upper middle income,2192000.0,61.0,65.3,54.5,88.4,42.5,70.0,1.8,25.0,30.0,19.6,$83.9 ,3.2,3.4,"$16,877",8.1,1.6,49.1,92.0,Africa,25.7,21.0,30.4,1.2,3845.0,347.0,769.0,9.0,15/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,13,22,23,26,27,35,41,50,69,89,117,134,158,177,201,231,263,295,314,330,347,375,396,416,435,454,467,483,502
Cote d'Ivoire,Côte d'Ivoire,24290000.0,7.54,-5.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,CIV,25.84,27.77,28.25,28.05,27.19,25.88,24.87,24.74,25.27,25.99,26.32,25.43,26.3,0.0,0.0,2.858943015,55.20408485,78.83405346,49.51911958,Lower middle income,270000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,98.0,South America,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,6,9,9,14,14,25,73,80,96,101,101,165,168,179,190,194,218,245,261,323,349,384
Croatia,Croatia,4267558.0,45.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,5,6,6,6,6,7,8,12,15,16,18,19,HRV,-0.16,2.09,5.83,10.25,14.76,17.99,20.04,19.67,16.36,11.35,5.96,1.53,10.47,0.0,0.0,20.44543301,65.04262698,73.077198,51.85262175,High income,9927000.0,86.0,61.4,38.6,33.4,85.4,75.0,2.0,40.0,18.0,47.1,$101.3 ,2.8,1.5,"$24,424",11.2,1.1,78.4,98.0,Europe,27.1,26.0,28.2,5.7,12322.0,1282.0,3023.0,10.4,22/03/2020,Partial,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,7,7,9,10,10,11,12,12,12,14,19,19,32,38,49,57,65,81,105,128,206,254,315,382,442,495,586,657,713,790,867,963,1011,1079,1126,1182,1222,1282,1343
Cuba,Cuba,11210064.0,22.0,-80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,4,6,6,6,6,6,8,9,11,12,CUB,22.21,22.39,23.75,24.79,26.06,26.91,27.44,27.43,26.98,26.06,24.5,23.05,25.13,0.0,0.0,15.18621142,68.60254959,108.9995962,50.33284983,Upper middle income,2688000.0,178.0,27.8,37.7,0.0,15.6,10.0,8.0,50.0,30.0,64.2,$148.0 ,0.9,1.9,"$12,920",2.6,5.5,47.7,99.0,North America,26.7,20.4,33.0,5.1,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,7,11,16,21,35,40,48,57,67,80,119,139,170,186,212,233,269,288,320,350,396,457
Cyprus,Cyprus,858000.0,35.1264,33.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,5,5,7,8,9,10,11,11,9,9,9,9,CYP,10.64,11.07,12.99,16.58,20.54,24.47,27.05,27.05,24.78,20.81,16.19,12.39,18.71,0.0,0.0,13.71906177,69.49309027,128.7083333,49.9710745,High income,2392000.0,44.0,68.1,43.7,55.2,80.3,75.0,2.0,35.0,12.5,38.7,$31.6 ,3.9,0.3,"$37,023",11,0.7,99.3,7.598516949152541,Europe,22.6,22.4,22.8,3.5,0.0,7.598516949152541,0.0,7.598516949152541,25/03/2020,Full,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,14,26,26,33,46,49,67,67,84,95,116,124,132,146,162,179,214,230,262,320,356,396,426,446,465,494,526
Czechia,Czechia,10650000.0,49.8175,15.472999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,9,9,11,16,23,31,39,44,53,59,67,78,88,99,CZE,-2.81,-1.06,2.8,7.49,12.3,15.41,17.11,16.9,13.49,8.59,2.82,-1.06,7.67,0.0,0.0,19.42087689,64.99251759,137.60288789999998,50.80858893,High income,6715000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,7.598516949152541,Europe,28.5,28.5,28.6,6.8,98681.0,5017.0,9266.0,5.1,16/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,298,396,464,694,833,995,1120,1236,1394,1654,1925,2279,2631,2817,3001,3308,3508,3858,4091,4472,4587,4822,5017,5312
Denmark,Faroe Islands,5655750.0,61.8926,-6.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNK,-0.11,-0.1,2.24,5.87,10.77,14.4,15.89,15.9,13.01,9.36,4.94,1.65,7.82,0.0,0.0,19.81295264,63.7287848,138.0673017,50.27420273,High income,8471000.0,14.0,76.7,85.8,14.4,96.7,90.0,2.0,56.0,23.5,53.4,$286.8 ,2.1,1.6,"$49,883",5.7,1.1,36.4,7.598516949152541,Africa,21.3,23.7,18.9,3.1,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,9,11,18,47,58,72,80,92,115,118,122,132,140,144,155,159,168,169,173,177,179,181,181,183,184,184
Denmark,Greenland,5655750.0,71.7069,-42.6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNK,-0.11,-0.1,2.24,5.87,10.77,14.4,15.89,15.9,13.01,9.36,4.94,1.65,7.82,0.0,0.0,19.81295264,63.7287848,138.0673017,50.27420273,High income,8471000.0,14.0,76.7,85.8,14.4,96.7,90.0,2.0,56.0,23.5,53.4,$286.8 ,2.1,1.6,"$49,883",5.7,1.1,36.4,7.598516949152541,North America,21.3,23.7,18.9,3.1,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,5,6,6,10,10,10,10,10,10,10,10,11,11,11,11,11
Denmark,Denmark,5655750.0,56.2639,9.5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,6,9,13,13,24,32,34,41,52,65,72,77,90,104,123,139,161,179,187,203,218,DNK,-0.11,-0.1,2.24,5.87,10.77,14.4,15.89,15.9,13.01,9.36,4.94,1.65,7.82,0.0,0.0,19.81295264,63.7287848,138.0673017,50.27420273,High income,8471000.0,14.0,76.7,85.8,14.4,96.7,90.0,2.0,56.0,23.5,53.4,$286.8 ,2.1,1.6,"$49,883",5.7,1.1,36.4,7.598516949152541,Europe,21.3,23.7,18.9,3.1,64002.0,5597.0,10795.0,8.7,11/03/2020,Full,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,10,10,23,23,35,90,262,442,615,801,827,864,914,977,1057,1151,1255,1326,1395,1450,1591,1724,1877,2046,2201,2395,2577,2860,3107,3386,3757,4077,4369,4681,5071,5402
Djibouti,Djibouti,886000.0,11.8251,42.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DJI,23.31,24.14,25.75,27.37,29.2,31.39,32.38,31.83,30.09,27.4,25.18,23.67,27.64,0.0,0.0,4.527579378,65.89830466,41.36842105,47.36678545,Lower middle income,56000.0,169.0,47.1,28.1,27.3,18.1,80.0,17.3,30.0,25.0,49.2,$3.6 ,6.7,6.1,"$3,559",5.8,0.7,30.6,93.0,Africa,12.2,7.9,16.5,1.4,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,11,11,12,14,18,18,30,33,40,49,50,59,90,90,135
Dominican Republic,Dominican Republic (the),10770000.0,18.7357,-70.1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,6,10,10,20,28,39,42,51,57,60,68,68,82,86,98,108,DOM,21.76,22.1,22.88,23.81,24.38,25.01,25.21,25.64,25.35,24.73,23.75,22.52,23.93,0.0,0.0,7.0828174760000016,64.94005302,219.9785759,50.00779607,Upper middle income,4306000.0,89.0,61.0,23.2,90.3,89.9,70.0,4.6,25.0,27.0,17.9,$172.4 ,4.6,6.1,"$16,944",5.5,3.3,37.7,7.598516949152541,Island,26.9,20.4,33.2,1.7,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,21,21,34,72,112,202,245,312,392,488,581,719,859,901,1109,1284,1380,1488,1488,1745,1828,1956,2111
Ecuador,Ecuador,15888900.0,-1.8312,-78.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,5,7,14,18,27,28,34,36,48,58,60,75,93,120,145,172,180,191,191,242,ECU,21.71,21.78,21.93,21.96,21.54,20.87,20.41,20.71,20.97,21.26,21.3,21.5,21.33,0.0,0.0,7.157289727,64.81411827,68.78868175,49.97062518,Upper middle income,1141000.0,170.0,46.9,25.3,55.5,32.1,35.0,6.8,35.0,25.0,38.5,$192.6 ,2.7,2.0,"$11,482",3.8,0.4,45.0,90.0,South America,19.3,14.4,24.1,1.6,13039.0,3747.0,763.0,28.7,24/03/2020,Partial,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,28,28,37,58,111,199,367,506,789,981,1082,1173,1403,1595,1823,1924,1962,2240,2748,3163,3368,3465,3646,3747,3747,4450
Egypt,Egypt,87668100.0,26.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,4,6,6,8,10,14,19,20,21,24,30,36,40,41,46,52,58,66,71,78,85,94,103,EGY,12.93,14.6,17.83,22.44,26.26,28.82,29.12,29.1,27.28,24.1,18.68,14.28,22.12,1.0,0.0,5.229779346,60.97149994,98.87346929,49.46997164,Lower middle income,9497000.0,144.0,52.5,29.2,68.1,0.0,60.0,6.6,25.0,23.0,32.6,"$1,201.2 ",4.2,3.8,"$12,671",12.1,23.5,103.3,95.0,Africa,31.1,22.0,40.0,0.5,25000.0,865.0,250.0,3.5,24/03/2020,Full,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,15,15,49,55,59,60,67,80,109,110,150,196,196,256,285,294,327,366,402,456,495,536,576,609,656,710,779,865,985,1070,1173,1322,1450,1560
El Salvador,El Salvador,6401240.0,13.7942,-88.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,5,SLV,23.95,24.48,25.7,26.35,25.9,24.87,25.16,24.94,24.3,24.23,23.79,23.59,24.77,0.0,0.0,8.287090005,64.58082908,309.8814672,53.11400244,Lower middle income,1184000.0,84.0,61.8,23.4,86.3,81.9,75.0,1.8,30.0,30.0,21.4,$57.0 ,2.4,2.1,"$8,948",4.5,1.0,59.3,81.0,Island,22.7,17.1,27.4,1.0,0.0,7.598516949152541,0.0,7.598516949152541,11/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,9,13,13,19,24,30,32,32,41,46,56,62,69,78,93
Equatorial Guinea,Equatorial Guinea,1430000.0,1.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNQ,24.57,25.1,25.04,24.79,24.72,23.76,22.75,22.82,23.77,23.92,24.13,24.14,24.13,0.0,0.0,2.457877347,60.42552379,46.66573975,44.45585294,Upper middle income,7.598516949152541,174.0,41.0,15.8,67.6,16.4,40.0,15.6,35.0,35.0,32.8,$30.4 ,-4.4,-5.6,"$36,017",6.9,0.7,42.7,63.0,South America,7.4,3.6,11.4,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,6,6,6,9,9,9,12,12,12,12,12,12,15,15,16,16,16,16,16,18
Eritrea,Eritrea,6536000.0,15.1794,39.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERI,22.25,23.1,24.83,26.87,28.46,29.18,28.28,27.64,27.49,26.7,24.93,23.09,26.07,0.0,0.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,Low income,107000.0,177.0,38.9,19.7,73.9,0.0,0.0,5.4,30.0,30.0,29.5,$9.4 ,5.0,3.4,"$1,581",6.4,9.0,131.2,97.0,Africa,4.1,1.8,6.3,0.7,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,6,6,12,12,15,15,22,22,29,29,31,31,33
Estonia,Estonia,1315819.0,58.5953,25.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,5,11,12,13,15,19,21,24,EST,-6.51,-6.33,-2.35,3.93,10.35,14.72,16.52,15.63,11.0,6.26,0.85,-3.69,5.03,0.0,0.0,19.62635685,64.01656941,30.38610536,52.85842682,High income,2823000.0,15.0,76.6,73.1,51.1,99.8,90.0,2.0,20.0,20.0,40.4,$41.6 ,4.9,2.7,"$31,750",5.8,3.7,8.8,92.0,Europe,23.8,21.9,25.3,5.3,24813.0,1185.0,18679.0,4.8,13/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,171,205,225,258,267,283,306,326,352,369,404,538,575,645,679,715,745,779,858,961,1039,1097,1108,1149,1185
Eswatini,Eswatini,1367000.0,-26.5225,31.4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWZ,24.2,23.99,23.06,20.69,18.35,15.72,15.91,17.62,19.77,20.62,21.78,23.26,20.41,0.0,0.0,4.014587941,57.87292052,66.05761628,51.14893063,Lower middle income,879000.0,132.0,54.7,35.0,65.6,18.3,50.0,1.2,33.0,28.0,33.9,$11.3 ,0.2,2.0,"$9,884",26.4,6.3,29.2,98.0,Africa,13.5,4.4,22.2,2.1,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,10,10,12
Ethiopia,Ethiopia,87952991.0,9.145,40.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,ETH,21.17,22.3,23.48,23.8,23.63,23.26,22.28,22.04,22.44,22.07,21.22,20.75,22.37,0.0,0.0,3.501132998,55.7158851,109.224559,49.97888842,Low income,523000.0,137.0,53.6,35.1,90.4,83.3,35.0,12.1,35.0,30.0,17.9,$200.2 ,10.9,9.9,"$2,161",5.2,9.9,56.2,85.0,Africa,3.6,1.6,5.6,6.3,0.0,7.598516949152541,0.0,7.598516949152541,16/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,9,9,11,11,12,12,12,16,16,21,23,26,29,29,35,38,43,44,52,55
Fiji,Fiji,859178.0,-17.7134,178.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FJI,24.86,25.19,25.0,24.41,22.99,22.34,21.38,21.62,21.97,22.81,23.58,24.31,23.37,0.0,0.0,5.449680412999999,65.03769739,48.35703339,49.30050142,Upper middle income,675000.0,81.0,62.2,23.4,71.7,82.4,55.0,11.1,29.0,20.0,30.7,$8.7 ,3.8,3.7,"$9,777",6.3,3.4,46.6,99.0,Oceania,30.0,24.9,35.3,2.3,0.0,7.598516949152541,0.0,7.598516949152541,20/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,5,5,5,5,5,5,5,7,7,12,12,14,15,15
